🍎中央频道,#genre#
CCTV8HD电视剧,http://hms404nc1972679596.live.aikan.miguvideo.com/wh7f454c46tw3280935011_-1298698844/wd_r2/ocn/cctv8hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.97.168.133&timestamp=20220827093623&ContentId=265667466&timezone=UTC&netType=Cellular&clientType=Android&zjAppVersion=531&zjClientId=&mtv_session=a410e793c5fe8e7c2006356631f5ffd3&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=9ee13f35c4329d4b2fe0416b758ec24f
CCTV9HD纪录频道,http://hms444nc1972679601.live.aikan.miguvideo.com/wh7f454c46tw3546808786_435514679/migu/kailu/20200324/cctv9hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.97.168.133&timestamp=20220827094049&ContentId=265667202&timezone=UTC&netType=Cellular&clientType=Android&zjAppVersion=531&zjClientId=&mtv_session=d8ea63fe7b614230eb03eed5ab677246&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=06c9be27511520b533c84a28dbd7dfd0
CCTV10HD科教频道,http://hms424nc1972679599.live.aikan.miguvideo.com/wh7f454c46tw3653918784_1198577012/wd_r2/ocn/cctv10hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.97.168.133&timestamp=20220827094236&ContentId=265667631&timezone=UTC&netType=Cellular&clientType=Android&zjAppVersion=531&zjClientId=&mtv_session=61f79eea6180115a7e3202ee13d39b23&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=1e7c29c0d422989203d1357f542d40f5
CCTV11HD戏曲频道,http://hms104nc1972679566.live.aikan.miguvideo.com/wh7f454c46tw3728083659_-1256726680/migu/kailu/cctv11hd/57/20200103/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.97.168.133&timestamp=20220827094350&ContentId=265667429&timezone=UTC&netType=Cellular&clientType=Android&zjAppVersion=531&zjClientId=&mtv_session=02035811e8114e8555e504654c5ab3ca&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=1b11375abbd58d32ef6c578935a774cc
CCTV12HD社会与法,http://hms184nc1972679574.live.aikan.miguvideo.com/wh7f454c46tw3850768702_1646887590/migu/kailu/20200324/cctv12hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.97.168.133&timestamp=20220827094553&ContentId=265667607&timezone=UTC&netType=Cellular&clientType=Android&zjAppVersion=531&zjClientId=&mtv_session=7628d9bdb98494cb858168ed0cd85e90&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=c96b0f7169dd698a855462ea5f42a1f1
CCTV13HD新闻频道,https://live-play.cctvnews.cctv.com:443/cctv/merge_cctv13.m3u8
CCTV14HD少儿频道,http://hms324nc1972679588.live.aikan.miguvideo.com/wh7f454c46tw4077604457_-1347167663/wd_r2/ocn/cctv14hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.97.168.133&timestamp=20220827094940&ContentId=265667325&timezone=UTC&netType=Cellular&clientType=Android&zjAppVersion=531&zjClientId=&mtv_session=1ddd76967bab99c32f4ca7c5a1cb22e5&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=d007c065596a048ad8a1d21b288a32a8
CCTV15HD音乐频道,http://hms504nc1972679606.live.aikan.miguvideo.com/wh7f454c46tw4291654181_985530074/migu/kailu/20200324/cctv15hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.97.168.133&timestamp=20220827095314&ContentId=265667535&timezone=UTC&netType=Cellular&clientType=Android&zjAppVersion=531&zjClientId=&mtv_session=09c0f3face9f7ad9509b611fb0e9f963&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=8b49e9b35e25e375817267af8acf8faf
CCTV16HD奥林匹克,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?#http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8#http://111.20.40.160/PLTV/88888893/224/3221226921/index.m3u8

CCTV17HD农业致富,http://hms204nc1972679576.live.aikan.miguvideo.com/wh7f454c46tw187889875_-345352797/migu/kailu/20200324/cctv17hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.97.168.133&timestamp=20220827095625&ContentId=265667526&timezone=UTC&netType=Cellular&clientType=Android&zjAppVersion=531&zjClientId=&mtv_session=ea62b2fa6e1863f7313da572e839e22e&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=7d5856b7c89624d90eaacfa55f3f0c8a

CETV教育1,https://epg.pw/stream/a5073eb70acf0f1f706c5cc7600e22d5c301ddd81d65d913b46097aba5a77e1b.m3u8

CETV教育2,https://epg.pw/stream/409a6a093eb219da3dda3a7a030115b285ccd11e1371661232bd4cf6f57b4846.m3u8

CETV教育3,https://epg.pw/stream/5e66b71895794e82652dca79cffb53d151b073266649ae69b478c1aaf857add0.m3u8

CETV教育4,https://epg.pw/stream/12fed2aa17c1522a82f18e7a518defc0b5c2361934f238b1365a66ba8af4907e.m3u8#https://epg.pw/stream/91946ed9987bedc9c6f4b72a26bf7d9bf5ee8a7a83a35cd7a2e09ea6f1fb3104.m3u8

CCTV1,https://epg.pw/stream/3415b8e289adbdbd4835bbdcd1a9396edbadfb65f276fcece6542d6a44a6605c.m3u8
CCTV2,https://epg.pw/stream/f86540c126a751cc707e3805911549bd077fb5a7f0f53a824212d75addea3747.m3u8
CCTV3,https://epg.pw/stream/febcc276cb8d48b4b2a465c90c18183331a29e686d5529c6c0aae4fe2b9a6c4e.m3u8
CCTV4,https://epg.pw/stream/5fc5fb89a1b7aea2834688eb0fc431436d4eb0a1f34db20cc6fa40699fcd6db7.m3u8
CCTV5,https://epg.pw/stream/68390b4e0ff9a7a285fc6b8f2e0afff834096f6d3373ed862049cd98622047d6.m3u8
CCTV5+,https://epg.pw/stream/3a46ab2e35791a2ab555f708c1f791b15eb6f249405d9ce255ef11e78eb16f5b.m3u8
CCTV6,https://epg.pw/stream/f2a3f4d8ff377b5c5fb5eadcb530e207bb3c8a43f7d674e2edd6da7f850b010b.m3u8
CCTV7,https://epg.pw/stream/085cc8320b47039f91c89f261b3bde134c04438bf58155988cdd2120c8ae5c1c.m3u8
CCTV8,https://epg.pw/stream/9e5ef6be8ac32d23db431bdc8d9d49531b4bdf96d53db08dd102919b70f12e88.m3u8
CCTV9,https://epg.pw/stream/8ed9d7c3d80e951d144c16e49df97faccee81760765d6c44cbde00668cc98bf6.m3u8
CCTV10,https://epg.pw/stream/702a248005dd0225d8ed1dfb970e3a9bf4c3c41c0369865e4844b6130b4ff0d0.m3u8
CCTV11,https://epg.pw/stream/1b897c654abc2a54a6ed0a683963a82e1dd597d18a7a4d12b37454d1d0371d0a.m3u8
CCTV12,https://epg.pw/stream/06025da15ba23cad6264166f6216c1cfb7f9bd2e1e759e6eab92ed6fb62f7daa.m3u8
CCTV13,https://epg.pw/stream/5eff6ce6035c5ed07464e6c1a9482968c86bde95d5625615c4b87c15ef745dba.m3u8
CCTV14,https://epg.pw/stream/81b7797c31f3ca9a91e207b707f88027d93cf50d35999fc2e33c24e9bf30d709.m3u8
CCTV15,https://epg.pw/stream/5cdf21d4ac6f90c53093fd4ba081908c988a2c33e0d6088948cb36f35295ba6b.m3u8
CCTV16,https://epg.pw/stream/9eeb49b6d1048ea7c05421a7409300f43ed5695e937a78feb1cc9eb1cb4de5b4.m3u8
CCTV17,https://epg.pw/stream/b6866815f985fb51d1a8c195ef73afbd858d740c62358e35b9f665896b40dd91.m3u8
CCTV4K,https://epg.pw/stream/880cf2911be2cb89b60ce088e1727d834425895cf417ae5987247c2bd10659e7.m3u8
CCTV4K,https://epg.pw/stream/35ca3d3a8c37a851ef9b22b61c7f9bd9f0204a6558f75b7a2b3a71bedcbcfe2e.m3u8

📡卫视频道,#genre#
北京卫视,http://hms324nc1972679588.live.aikan.miguvideo.com/wh7f454c46tw258822145_-522129903/ws_w/bjws/bjws3000/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.97.193.36&timestamp=20230529132820&ContentId=265668911&timezone=UTC&netType=Cellular&clientType=Android&zjAppVersion=559&zjClientId=59554acf293486e6&mtv_session=1f073413d010005249eb81f3267bab6f&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=e82ed456ce6e3d2943a0724dd1aaad67
天津卫视,https://iptv.iyong.wang/api/ystenlive.php?id=1000000001000000831#&.m3u8
河北卫视,https://iptv.iyong.wang/api/ystenlive.php?id=1000000002000017118#&.m3u8
山西卫视,https://iptv.iyong.wang/api/ystenlive.php?id=1000000002000021220#&.m3u8
内蒙古卫视,http://hms324nc1972679588.live.aikan.miguvideo.com/wh7f454c46tw2419805069_-1306496784/envivo_w/2018/SD/neimeng/1000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.97.168.6&timestamp=20230528081447&ContentId=531261982&timezone=UTC&netType=Cellular&clientType=Android&zjAppVersion=557&zjClientId=59554acf293486e6&mtv_session=783bedb8b5e73c364dea5b456c93696d&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=2755300cd67bfb5a7526fddb94f258b5
辽宁卫视,http://hms164nc1972679572.live.aikan.miguvideo.com/wh7f454c46tw2037367067_-1810017279/wd_r2/ocn/liaoningwshd/3000/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=110.184.29.184&timestamp=20221009113756&ContentId=265669068&timezone=UTC&mtv_session=7fa2247a64cc14497422a419b5b4caef&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=43229e48adeb60123c16c115e47b197c
吉林卫视,https://iptv.iyong.wang/api/ystenlive.php?id=1000000002000027730#&.m3u8
黑龙江卫视,https://iptv.iyong.wang/api/ystenlive.php?id=1000000001000009082#&.m3u8
东方卫视,http://hms164nc1972679573.live.aikan.miguvideo.com/wh7f454c46tw2837774172_1386219884/wd_r4/dfl/dongfangwshd/1200/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=110.184.29.184&timestamp=20221009115117&ContentId=264104266&timezone=UTC&mtv_session=1a44d44ce09243c578ed82c3ca9908ff&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=643fcc0822268bc0a18107bd5f9f4633
江苏卫视,http://hms424nc1972679598.live.aikan.miguvideo.com/wh7f454c46tw2248309591_-507602364/wd_r2/cctv/jiangsuhd/2500/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=110.184.29.184&timestamp=20221009114127&ContentId=264104188&timezone=UTC&mtv_session=24129a28f69556ab188fcb4032dff62c&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=bf440de65751488c53b686e8c9b90884
浙江卫视,https://iptv.iyong.wang/api/ystenlive.php?id=1000000001000009806#&.m3u8
安徽卫视,https://iptv.iyong.wang/api/ystenlive.php?id=1000000001000020780#&.m3u8
东南卫视,https://iptv.iyong.wang/api/ystenlive.php?id=1000000002000009263#&.m3u8
江西卫视,http://hms244nc1972679581.live.aikan.miguvideo.com/wh7f454c46tw2368859879_-519881051/migu/kailu/jxwshd/57/20190820/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.97.168.6&timestamp=20230528081356&ContentId=531262091&timezone=UTC&netType=Cellular&clientType=Android&zjAppVersion=557&zjClientId=59554acf293486e6&mtv_session=28e96ccf3c89cc0f787f7b929a003c0c&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=05997b63e9b85a2ded5d6a403827595c
山东卫视,http://hms304nc1972679586.live.aikan.miguvideo.com/wh7f454c46tw3870875400_-1049425757/wd_r4/yg/shandongwshd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.97.168.6&timestamp=20230528083858&ContentId=531261825&timezone=UTC&netType=Cellular&clientType=Android&zjAppVersion=557&zjClientId=59554acf293486e6&mtv_session=b5bfbe78e23f0202b798144b7a71578f&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=981d43fcd1c5f0d826c6ed0e8d29c4a9
河南卫视,https://iptv.iyong.wang/api/ystenlive.php?id=1000000002000027731#&.m3u8
湖北卫视,http://hms84nc1972679565.live.aikan.miguvideo.com/wh7f454c46tw2402625421_-1860003962/migu/kailu/hubeiwshd/57/20220712/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=110.184.29.184&timestamp=20221009114402&ContentId=531261978&timezone=UTC&mtv_session=89c2404e8885e8039eae3e44cef6c5c9&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=296993579519267a11cca1321b5cbbb4
湖南卫视,http://hms404nc1972679596.live.aikan.miguvideo.com/wh7f454c46tw1559594063_-1819589378/wd-hunanhd-2500/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.97.168.6&timestamp=20230528080027&ContentId=265667721&timezone=UTC&netType=Cellular&clientType=Android&zjAppVersion=557&zjClientId=59554acf293486e6&mtv_session=2abe8464ac579190dc7a8eb0054982f0&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=e198893397d797d565d7ff9f27eba789
广东卫视,http://hms84nc1972679565.live.aikan.miguvideo.com/wh7f454c46tw2185763872_-64792664/ws_w/gdws/gdws3000/3000/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=110.184.29.184&timestamp=20221009114025&ContentId=263541274&timezone=UTC&mtv_session=642aad5f03655e8d2168c8c3c5872284&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=44ebb69f95d9622de09784b18a0dca52
深圳卫视,https://iptv.iyong.wang/api/ystenlive.php?id=1000000001000011645#&.m3u8
广西卫视,https://iptv.iyong.wang/api/ystenlive.php?id=1000000002000019837#&.m3u8
海南卫视,https://iptv.iyong.wang/api/ystenlive.php?id=1000000002000023773#&.m3u8
重庆卫视,https://iptv.iyong.wang/api/ystenlive.php?id=1000000002000018937#&.m3u8
四川卫视,http://hms144nc1972679571.live.aikan.miguvideo.com/wh7f454c46tw2427589482_1849521998/migu/kailu/scwshd/57/20200103/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.97.168.6&timestamp=20230528081455&ContentId=531261937&timezone=UTC&netType=Cellular&clientType=Android&zjAppVersion=557&zjClientId=59554acf293486e6&mtv_session=5e9a25873a40831c51160652a153176a&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=e53f0513c654c3be7d5d4e588a7eb8e5
贵州卫视,https://iptv.iyong.wang/api/ystenlive.php?id=1000000002000003169#&.m3u8
云南卫视,https://iptv.iyong.wang/api/ystenlive.php?id=1000000002000024694#&.m3u8
西藏卫视,http://hms124nc1972679569.live.aikan.miguvideo.com/wh7f454c46tw3899428580_-995623079/envivo_x/2018/SD/xizang/1000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.97.168.6&timestamp=20230528083927&ContentId=524854265&timezone=UTC&netType=Cellular&clientType=Android&zjAppVersion=557&zjClientId=59554acf293486e6&mtv_session=f84ce106a7d567df2a2d86584a65f350&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=3ee06abb98a9728172238401d228ca72
陕西卫视,http://hms264nc1972679583.live.aikan.miguvideo.com/wh7f454c46tw2411775259_842305986/migu/kailu/shan3xiws/57/20220809/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.97.168.6&timestamp=20230528081439&ContentId=531262099&timezone=UTC&netType=Cellular&clientType=Android&zjAppVersion=557&zjClientId=59554acf293486e6&mtv_session=31226d7250becf50a158972bf2228c0b&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=8b3f89c62e55cc02c828a49612cdeea9
甘肃卫视,http://hms124nc1972679569.live.aikan.miguvideo.com/wh7f454c46tw2387131117_-1110013189/envivo_v/2018/SD/gansu/1000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.97.168.6&timestamp=20230528081414&ContentId=531261933&timezone=UTC&netType=Cellular&clientType=Android&zjAppVersion=557&zjClientId=59554acf293486e6&mtv_session=f1f0728645fe8b479baa4130840ca04f&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=db50999d30759b1c0935ea30975288ee
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=1da074361609506578
宁夏卫视,http://hms244nc1972679581.live.aikan.miguvideo.com/wh7f454c46tw2402712163_-675369454/envivo_x/2018/SD/ningxia/1000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.97.168.6&timestamp=20230528081430&ContentId=531261057&timezone=UTC&netType=Cellular&clientType=Android&zjAppVersion=557&zjClientId=59554acf293486e6&mtv_session=defe9ab4fa5b54cba435ae0c6c63823b&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=12f28ee78ca1f016cc04c524e0d16cbb
新疆卫视,http://hms164nc1972679572.live.aikan.miguvideo.com/wh7f454c46tw3906214889_-1281994576/wd-xinjiangwssd-600/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.97.168.6&timestamp=20230528083933&ContentId=531262095&timezone=UTC&netType=Cellular&clientType=Android&zjAppVersion=557&zjClientId=59554acf293486e6&mtv_session=ce3771243eb90b929213d2c20281a540&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=68c8944072decf1d86b7687995912531
兵团卫视,https://iptv.iyong.wang/api/ystenlive.php?id=1000000005000266005#&.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-90fe76c52091/index.m3u8
康巴卫视,https://iptv.iyong.wang/api/ystenlive.php?id=1000000005000266002#&.m3u8
农林卫视,https://iptv.iyong.wang/api/ystenlive.php?id=1000000005000266003#&.m3u8
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
南方卫视,http://124.223.92.77/daili.php/iTouchTV/1197/?&.m3u8
厦门卫视,https://iptv.iyong.wang/api/ystenlive.php?id=1000000005000266006#&.m3u8


🎀特色频道,#genre#
黑莓动画,https://iptv.iyong.wang/api/ystenlive.php?id=1000000004000021734#&.m3u8
黑莓电影,https://iptv.iyong.wang/api/ystenlive.php?id=1000000004000019624#&.m3u8
黑莓电竞,https://iptv.iyong.wang/api/ystenlive.php?id=1000000001000003775#&.m3u8
中国功夫,https://iptv.iyong.wang/api/ystenlive.php?id=5897056882324761054#&.m3u8
怡伴健康,https://iptv.iyong.wang/api/ystenlive.php?id=7820874641606664941#&.m3u8
军事评论,https://iptv.iyong.wang/api/ystenlive.php?id=5822616274253344775#&.m3u8
军旅剧场,https://iptv.iyong.wang/api/ystenlive.php?id=7485075951068666323#&.m3u8
农业致富,https://iptv.iyong.wang/api/ystenlive.php?id=6193684637634073625#&.m3u8
动作电影,https://iptv.iyong.wang/api/ystenlive.php?id=1000000004000018653#&.m3u8
古装剧场,https://iptv.iyong.wang/api/ystenlive.php?id=6859053933687922163#&.m3u8
家庭剧场,https://iptv.iyong.wang/api/ystenlive.php?id=1000000004000008284#&.m3u8
惊悚悬疑,https://iptv.iyong.wang/api/ystenlive.php?id=1000000004000024282#&.m3u8
武搏世界,https://iptv.iyong.wang/api/ystenlive.php?id=bokesen#&.m3u8
潮妈辣婆,https://iptv.iyong.wang/api/ystenlive.php?id=6516734029835465177#&.m3u8
炫舞未来,https://iptv.iyong.wang/api/ystenlive.php?id=1000000001000000515#&.m3u8
爱情喜剧,https://iptv.iyong.wang/api/ystenlive.php?id=8393829412396288037#&.m3u8
精品大剧,https://iptv.iyong.wang/api/ystenlive.php?id=1000000004000013968#&.m3u8
金牌综艺,https://iptv.iyong.wang/api/ystenlive.php?id=1000000004000026167#&.m3u8
精品记录,https://iptv.iyong.wang/api/ystenlive.php?id=1000000004000013730#&.m3u8
体育24小时,http://iptv.enni.vip/m3u8.php/migu/654102378/?&.m3u8
精品萌宠,https://iptv.iyong.wang/api/ystenlive.php?id=1000000006000032328#&.m3u8
精品体育,https://iptv.iyong.wang/api/ystenlive.php?id=1000000004000014634#&.m3u8
欢乐剧场,https://iptv.iyong.wang/api/ystenlive.php?id=1000000005000266012#&.m3u8
东北热剧,https://iptv.iyong.wang/api/ystenlive.php?id=1000000005000266013#&.m3u8
超级综艺,https://iptv.iyong.wang/api/ystenlive.php?id=1000000004000023658#&.m3u8
超级体育,https://iptv.iyong.wang/api/ystenlive.php?id=1000000004000007755#&.m3u8
超级电影,https://iptv.iyong.wang/api/ystenlive.php?id=1000000004000002120#&.m3u8
超级电视剧,https://iptv.iyong.wang/api/ystenlive.php?id=1000000004000024993#&.m3u8


♥iHOT频道,#genre#
iHOT爱院线,https://iptv.iyong.wang/api/wasulive.php?id=6000000006000030630#&.m3u8
iHOT爱科幻,https://iptv.iyong.wang/api/wasulive.php?id=6000000006000020630#&.m3u8
iHOT爱喜剧,https://iptv.iyong.wang/api/wasulive.php?id=6000000006000010630#&.m3u8
iHOT爱都市,https://iptv.iyong.wang/api/wasulive.php?id=6000000006000080630#&.m3u8
iHOT爱家庭,https://iptv.iyong.wang/api/wasulive.php?id=6000000006000090630#&.m3u8
iHOT爱青春,https://iptv.iyong.wang/api/wasulive.php?id=6000000006000100630#&.m3u8
iHOT爱江湖,https://iptv.iyong.wang/api/wasulive.php?id=6000000006000110630#&.m3u8
iHOT爱浪漫,https://iptv.iyong.wang/api/wasulive.php?id=6000000006000040630#&.m3u8
iHOT爱悬疑,https://iptv.iyong.wang/api/wasulive.php?id=6000000006000050630#&.m3u8
iHOT爱玩具,https://iptv.iyong.wang/api/wasulive.php?id=6000000006000220630#&.m3u8
iHOT爱电竞,https://iptv.iyong.wang/api/wasulive.php?id=6000000006000230630#&.m3u8
iHOT爱赛车,https://iptv.iyong.wang/api/wasulive.php?id=6000000006000240630#&.m3u8
iHOT爱旅行,https://iptv.iyong.wang/api/wasulive.php?id=6000000006000250630#&.m3u8
iHOT爱怀旧,https://iptv.iyong.wang/api/wasulive.php?id=6000000006000260630#&.m3u8
iHOT爱奇谈,https://iptv.iyong.wang/api/wasulive.php?id=6000000006000270630#&.m3u8
iHOT爱动漫,https://iptv.iyong.wang/api/wasulive.php?id=6000000006000280630#&.m3u8
iHOT爱体育,https://iptv.iyong.wang/api/wasulive.php?id=6000000006000290630#&.m3u8
iHOT爱探索,https://iptv.iyong.wang/api/wasulive.php?id=6000000006000300630#&.m3u8
iHOT爱经典,https://iptv.iyong.wang/api/wasulive.php?id=6000000006000060630#&.m3u8
iHOT爱谍战,https://iptv.iyong.wang/api/wasulive.php?id=6000000006000070630#&.m3u8
iHOT爱美食,https://iptv.iyong.wang/api/wasulive.php?id=6000000006000120630#&.m3u8
iHOT爱娱乐,https://iptv.iyong.wang/api/wasulive.php?id=6000000006000130630#&.m3u8
iHOT爱时尚,https://iptv.iyong.wang/api/wasulive.php?id=6000000006000140630#&.m3u8
